Damaged Property County/Parish Name,Damaged Property State Code,Total Verified Loss,Verified Loss Real Estate,Verified Loss Content,Total Approved Loan Amount,Approved Amount Real Estate,Approved Amount Content
ATLANTIC,NJ,"2,523,648.00","2,050,573.00","473,075.00","1,128,700.00","888,700.00","240,000.00"
ATLANTIC,NJ,"91,597.00","71,897.00","19,700.00",0.00,0.00,0.00
ATLANTIC,NJ,"233,755.00","196,675.00","37,080.00","104,400.00","104,400.00",0.00
ATLANTIC,NJ,"1,514.00","1,064.00",450.00,0.00,0.00,0.00
ATLANTIC,NJ,"123,332.00","96,582.00","26,750.00",0.00,0.00,0.00
ATLANTIC,NJ,"35,723.00","29,048.00","6,675.00","23,000.00","20,000.00","3,000.00"
CAPE MAY,NJ,"61,663.00","48,225.00","13,438.00",0.00,0.00,0.00
BERGEN,NJ,"9,700.00",0.00,"9,700.00",0.00,0.00,0.00
UNION,NJ,"93,066.00","78,446.00","14,620.00","27,100.00","20,100.00","7,000.00"
UNION,NJ,"203,826.00","174,086.00","29,740.00","59,500.00","59,500.00",0.00
UNION,NJ,"168,291.00","143,281.00","25,010.00","63,700.00","49,600.00","14,100.00"
UNION,NJ,"217,134.00","156,864.00","60,270.00","25,300.00","23,500.00","1,800.00"
BERGEN,NJ,"231,294.00","169,294.00","62,000.00","194,900.00","154,900.00","40,000.00"
ATLANTIC,NJ,"44,169.00","44,169.00",0.00,0.00,0.00,0.00
BERGEN,NJ,"417,307.00","307,972.00","109,335.00","32,000.00","18,200.00","13,800.00"
MONMOUTH,NJ,"62,512.00","57,762.00","4,750.00","42,900.00","42,800.00",100.00
CAPE MAY,NJ,"10,974.00","10,474.00",500.00,0.00,0.00,0.00
ESSEX,NJ,"127,957.00","112,397.00","15,560.00",0.00,0.00,0.00
MERCER,NJ,"13,024.00","13,024.00",0.00,0.00,0.00,0.00
MONMOUTH,NJ,"379,314.00","303,564.00","75,750.00","148,000.00","105,700.00","42,300.00"
BERGEN,NJ,"53,828.00","50,628.00","3,200.00","14,000.00","14,000.00",0.00
BERGEN,NJ,"19,675.00","19,675.00",0.00,0.00,0.00,0.00
ESSEX,NJ,"7,800.00",0.00,"7,800.00",0.00,0.00,0.00
BERGEN,NJ,"6,800.00",0.00,"6,800.00",0.00,0.00,0.00
UNION,NJ,"229,998.00","222,448.00","7,550.00","22,000.00","20,700.00","1,300.00"
SOMERSET,NJ,"103,518.00","98,888.00","4,630.00",0.00,0.00,0.00
MONMOUTH,NJ,"35,861.00","35,861.00",0.00,"30,700.00","30,700.00",0.00
SOMERSET,NJ,"28,935.00","28,325.00",610.00,0.00,0.00,0.00
MORRIS,NJ,"72,113.00","63,963.00","8,150.00","11,500.00","11,500.00",0.00
HUNTERDON,NJ,"553,135.00","454,660.00","98,475.00","112,900.00","104,900.00","8,000.00"
MORRIS,NJ,"51,290.00","39,690.00","11,600.00",0.00,0.00,0.00
MORRIS,NJ,"284,482.00","259,695.00","24,787.00","116,600.00","92,500.00","24,100.00"
MIDDLESEX,NJ,"122,662.00","116,537.00","6,125.00","65,700.00","59,900.00","5,800.00"
OCEAN,NJ,"13,791,939.00","10,787,016.00","3,004,923.00","6,406,500.00","5,017,900.00","1,388,600.00"
BERGEN,NJ,"227,762.00","140,062.00","87,700.00","23,600.00","23,600.00",0.00
CUMBERLAND,NJ,"1,470,696.00","1,298,181.00","172,515.00","343,100.00","309,600.00","33,500.00"
BERGEN,NJ,"2,500.00",0.00,"2,500.00",0.00,0.00,0.00
SOMERSET,NJ,"37,680.00","37,680.00",0.00,"21,700.00","21,700.00",0.00
MONMOUTH,NJ,"807,003.00","723,408.00","83,595.00","336,600.00","308,000.00","28,600.00"
HUNTERDON,NJ,"26,436.00","26,436.00",0.00,"23,900.00","23,900.00",0.00
ATLANTIC,NJ,"796,724.00","712,819.00","83,905.00","438,800.00","390,500.00","48,300.00"
BERGEN,NJ,"105,864.00","101,414.00","4,450.00","14,000.00","11,700.00","2,300.00"
UNION,NJ,"46,534.00","46,534.00",0.00,"42,400.00","42,400.00",0.00
MORRIS,NJ,"9,044.00","9,044.00",0.00,"9,000.00","9,000.00",0.00
GLOUCESTER,NJ,"36,038.00","29,288.00","6,750.00","5,200.00",0.00,"5,200.00"
HUNTERDON,NJ,"6,650.00","6,650.00",0.00,"6,700.00","6,700.00",0.00
ESSEX,NJ,"123,132.00","117,032.00","6,100.00","49,700.00","48,000.00","1,700.00"
BERGEN,NJ,"32,377.00","27,877.00","4,500.00",0.00,0.00,0.00
CAMDEN,NJ,"4,489.00","4,489.00",0.00,"4,500.00","4,500.00",0.00
CAMDEN,NJ,"13,883.00","13,883.00",0.00,"12,900.00","12,900.00",0.00
CAPE MAY,NJ,958.00,958.00,0.00,"1,000.00","1,000.00",0.00
WARREN,NJ,"68,403.00","66,653.00","1,750.00","33,300.00","33,100.00",200.00
SOMERSET,NJ,"45,799.00","44,899.00",900.00,"27,700.00","27,700.00",0.00
MORRIS,NJ,"22,235.00","21,035.00","1,200.00","21,900.00","20,700.00","1,200.00"
CUMBERLAND,NJ,"150,747.00","137,232.00","13,515.00",0.00,0.00,0.00
HUDSON,NJ,"6,207.00","5,207.00","1,000.00",0.00,0.00,0.00
BERGEN,NJ,"1,081,854.00","653,034.00","428,820.00","425,300.00","216,000.00","209,300.00"
WARREN,NJ,"82,912.00","43,577.00","39,335.00","20,300.00","16,300.00","4,000.00"
BURLINGTON,NJ,"22,182.00","18,552.00","3,630.00","22,200.00","18,600.00","3,600.00"
PASSAIC,NJ,"86,296.00","83,346.00","2,950.00","41,600.00","39,300.00","2,300.00"
MERCER,NJ,"186,339.00","172,494.00","13,845.00","6,800.00",0.00,"6,800.00"
ATLANTIC,NJ,"1,630,031.00","1,274,606.00","355,425.00","1,066,100.00","851,600.00","214,500.00"
HUNTERDON,NJ,"76,499.00","76,499.00",0.00,0.00,0.00,0.00
BERGEN,NJ,"57,671.00","57,671.00",0.00,0.00,0.00,0.00
HUDSON,NJ,"1,154,637.00","386,112.00","768,525.00","321,900.00","116,500.00","205,400.00"
OCEAN,NJ,"974,270.00","702,335.00","271,935.00","282,500.00","220,900.00","61,600.00"
BERGEN,NJ,"86,428.00","74,848.00","11,580.00","47,100.00","35,500.00","11,600.00"
PASSAIC,NJ,"281,833.00","269,833.00","12,000.00","87,200.00","79,400.00","7,800.00"
OCEAN,NJ,"480,446.00","377,371.00","103,075.00",0.00,0.00,0.00
BERGEN,NJ,"193,863.00","156,688.00","37,175.00","139,400.00","102,200.00","37,200.00"
PASSAIC,NJ,"6,190.00","6,190.00",0.00,0.00,0.00,0.00
MONMOUTH,NJ,"452,535.00","329,340.00","123,195.00","265,900.00","201,000.00","64,900.00"
CUMBERLAND,NJ,"556,770.00","474,875.00","81,895.00","158,800.00","115,600.00","43,200.00"
MIDDLESEX,NJ,"16,975.00","15,475.00","1,500.00",0.00,0.00,0.00
PASSAIC,NJ,"140,826.00","121,426.00","19,400.00","91,200.00","72,300.00","18,900.00"
HUNTERDON,NJ,"94,829.00","89,629.00","5,200.00","94,900.00","89,700.00","5,200.00"
SUSSEX,NJ,"171,655.00","121,975.00","49,680.00","3,600.00",0.00,"3,600.00"
MIDDLESEX,NJ,"88,772.00","84,422.00","4,350.00","27,000.00","24,500.00","2,500.00"
MONMOUTH,NJ,"18,080.00",0.00,"18,080.00","18,000.00",0.00,"18,000.00"
MONMOUTH,NJ,"116,253.00","87,503.00","28,750.00","23,800.00",0.00,"23,800.00"
MONMOUTH,NJ,"13,310.00",0.00,"13,310.00",0.00,0.00,0.00
MONMOUTH,NJ,"23,294,122.00","15,736,191.00","7,557,931.00","7,828,600.00","4,221,800.00","3,606,800.00"
MERCER,NJ,"226,321.00","211,316.00","15,005.00","106,500.00","106,500.00",0.00
SOMERSET,NJ,"314,820.00","280,530.00","34,290.00","173,000.00","155,700.00","17,300.00"
BERGEN,NJ,"263,881.00","256,831.00","7,050.00","193,900.00","186,900.00","7,000.00"
UNION,NJ,"237,231.00","210,056.00","27,175.00","88,000.00","74,000.00","14,000.00"
BERGEN,NJ,"86,993.00","52,588.00","34,405.00","77,000.00","44,600.00","32,400.00"
HUDSON,NJ,"6,776,436.00","2,838,275.00","3,938,161.00","2,927,700.00","1,077,700.00","1,850,000.00"
OCEAN,NJ,"94,317.00","85,617.00","8,700.00",0.00,0.00,0.00
OCEAN,NJ,"450,006.00","298,556.00","151,450.00",0.00,0.00,0.00
MONMOUTH,NJ,"537,425.00","507,150.00","30,275.00","270,300.00","244,300.00","26,000.00"
SUSSEX,NJ,"1,117,806.00","971,921.00","145,885.00","683,600.00","592,900.00","90,700.00"
WARREN,NJ,"9,827.00","9,077.00",750.00,0.00,0.00,0.00
HUNTERDON,NJ,"35,409.00","35,409.00",0.00,0.00,0.00,0.00
MONMOUTH,NJ,"402,370.00","385,995.00","16,375.00","120,500.00","108,300.00","12,200.00"
ESSEX,NJ,"659,933.00","567,362.00","92,571.00","99,200.00","83,900.00","15,300.00"
MIDDLESEX,NJ,"182,173.00","145,833.00","36,340.00","32,600.00","29,300.00","3,300.00"
OCEAN,NJ,"1,145,514.00","820,934.00","324,580.00","544,400.00","401,200.00","143,200.00"
OCEAN,NJ,"20,034.00","20,034.00",0.00,0.00,0.00,0.00
OCEAN,NJ,"414,619.00","397,929.00","16,690.00","176,800.00","167,200.00","9,600.00"
MIDDLESEX,NJ,"8,026.00","7,276.00",750.00,0.00,0.00,0.00
HUDSON,NJ,"73,580.00","42,055.00","31,525.00","69,900.00","38,400.00","31,500.00"
HUDSON,NJ,"10,520.00","10,520.00",0.00,0.00,0.00,0.00
HUDSON,NJ,"7,655.00","4,655.00","3,000.00",0.00,0.00,0.00
HUDSON,NJ,"39,652.00","10,652.00","29,000.00",0.00,0.00,0.00
HUDSON,NJ,"31,605.00",0.00,"31,605.00","31,700.00",0.00,"31,700.00"
HUDSON,NJ,"7,225.00",0.00,"7,225.00","7,300.00",0.00,"7,300.00"
HUDSON,NJ,"4,953,533.00","2,216,412.00","2,737,121.00","1,638,300.00","506,600.00","1,119,900.00"
SOMERSET,NJ,"18,500.00",0.00,"18,500.00","18,500.00",0.00,"18,500.00"
HUDSON,NJ,"3,850.00","3,850.00",0.00,"3,900.00","3,900.00",0.00
HUDSON,NJ,"1,499,492.00","879,216.00","620,276.00","473,200.00","244,300.00","228,900.00"
HUDSON,NJ,"4,434,073.00","2,546,662.00","1,887,411.00","1,797,500.00","1,038,700.00","758,800.00"
HUDSON,NJ,"357,806.00","167,713.00","190,093.00","11,200.00","6,900.00","4,300.00"
HUDSON,NJ,"84,848.00","56,419.00","28,429.00","26,500.00","8,000.00","18,500.00"
HUDSON,NJ,"152,730.00","17,518.00","135,212.00","51,000.00","5,500.00","45,500.00"
HUDSON,NJ,"79,152.00","46,652.00","32,500.00",0.00,0.00,0.00
BURLINGTON,NJ,"15,033.00","15,033.00",0.00,"2,600.00","2,600.00",0.00
MONMOUTH,NJ,"11,125.00",0.00,"11,125.00","11,200.00",0.00,"11,200.00"
MONMOUTH,NJ,"141,990.00","75,713.00","66,277.00","49,800.00","17,800.00","32,000.00"
MONMOUTH,NJ,"3,000.00",0.00,"3,000.00",0.00,0.00,0.00
MERCER,NJ,"104,503.00","91,353.00","13,150.00",0.00,0.00,0.00
MONMOUTH,NJ,"20,410,900.00","15,084,896.00","5,326,004.00","7,946,300.00","5,538,200.00","2,408,100.00"
MONMOUTH,NJ,"29,700.00","17,100.00","12,600.00",0.00,0.00,0.00
HUDSON,NJ,"80,062.00","47,162.00","32,900.00","2,000.00",0.00,"2,000.00"
HUDSON,NJ,"719,359.00","453,349.00","266,010.00","341,200.00","222,700.00","118,500.00"
MIDDLESEX,NJ,"45,247.00","20,147.00","25,100.00","22,500.00","9,900.00","12,600.00"
MONMOUTH,NJ,"89,096.00","55,696.00","33,400.00","30,900.00","6,300.00","24,600.00"
MIDDLESEX,NJ,"75,093.00","68,655.00","6,438.00","75,300.00","68,800.00","6,500.00"
UNION,NJ,"36,269.00","36,019.00",250.00,"14,000.00","14,000.00",0.00
MONMOUTH,NJ,"13,722.00","13,722.00",0.00,"13,800.00","13,800.00",0.00
MIDDLESEX,NJ,"367,566.00","275,541.00","92,025.00","325,000.00","240,100.00","84,900.00"
MONMOUTH,NJ,"3,053,708.00","2,437,300.00","616,408.00","1,700,200.00","1,331,800.00","291,100.00"
MORRIS,NJ,"53,226.00","51,476.00","1,750.00","14,000.00","14,000.00",0.00
SUSSEX,NJ,"28,052.00","28,052.00",0.00,"28,100.00","28,100.00",0.00
MONMOUTH,NJ,"1,635,563.00","1,141,342.00","494,221.00","536,200.00","303,200.00","233,000.00"
MORRIS,NJ,"17,985.00","17,985.00",0.00,0.00,0.00,0.00
MORRIS,NJ,"81,211.00","67,761.00","13,450.00","54,400.00","43,300.00","11,100.00"
OCEAN,NJ,"33,539.00","33,539.00",0.00,0.00,0.00,0.00
OCEAN,NJ,"488,255.00","407,343.00","80,912.00","76,000.00","65,800.00","10,200.00"
HUNTERDON,NJ,"2,295.00","2,295.00",0.00,"2,300.00","2,300.00",0.00
MORRIS,NJ,"97,518.00","93,843.00","3,675.00","75,100.00","73,200.00","1,900.00"
OCEAN,NJ,"9,113,229.00","6,779,165.00","2,334,064.00","3,895,000.00","2,779,700.00","1,096,400.00"
OCEAN,NJ,"21,063.00","12,063.00","9,000.00",0.00,0.00,0.00
MONMOUTH,NJ,"12,500.00",0.00,"12,500.00",0.00,0.00,0.00
MIDDLESEX,NJ,"2,196,108.00","1,659,713.00","536,395.00","978,000.00","717,500.00","260,500.00"
OCEAN,NJ,"1,245,025.00","930,530.00","314,495.00","383,200.00","308,600.00","74,600.00"
OCEAN,NJ,"82,158.00","60,108.00","22,050.00",0.00,0.00,0.00
OCEAN,NJ,"136,500.00","92,750.00","43,750.00",0.00,0.00,0.00
OCEAN,NJ,"121,440.00","90,540.00","30,900.00",0.00,0.00,0.00
OCEAN,NJ,"40,139.00","37,339.00","2,800.00",0.00,0.00,0.00
MONMOUTH,NJ,"270,296.00","206,496.00","63,800.00","98,400.00","77,000.00","21,400.00"
MORRIS,NJ,"18,100.00",0.00,"18,100.00","18,100.00",0.00,"18,100.00"
OCEAN,NJ,"65,181,808.00","45,855,686.00","19,326,122.00","26,831,400.00","18,155,800.00","8,675,600.00"
OCEAN,NJ,"133,632.00","90,982.00","42,650.00","25,400.00",0.00,"25,400.00"
OCEAN,NJ,"43,519.00","30,089.00","13,430.00",0.00,0.00,0.00
OCEAN,NJ,"174,383.00","92,508.00","81,875.00","38,100.00",0.00,"38,100.00"
CAMDEN,NJ,"1,097.00","1,097.00",0.00,"1,100.00","1,100.00",0.00
MIDDLESEX,NJ,"163,530.00","125,680.00","37,850.00",0.00,0.00,0.00
MERCER,NJ,"25,336.00","24,336.00","1,000.00","13,800.00","13,400.00",400.00
HUNTERDON,NJ,"50,980.00","47,690.00","3,290.00","10,000.00","7,900.00","2,100.00"
MORRIS,NJ,"3,300.00",0.00,"3,300.00",0.00,0.00,0.00
OCEAN,NJ,"1,931,504.00","1,405,790.00","525,714.00","170,200.00","106,800.00","63,400.00"
OCEAN,NJ,"32,225.00",0.00,"32,225.00","12,300.00",0.00,"12,300.00"
OCEAN,NJ,"631,341.00","489,516.00","141,825.00","13,600.00",0.00,"13,600.00"
MONMOUTH,NJ,"4,458,858.00","3,511,617.00","947,241.00","1,841,300.00","1,341,300.00","500,000.00"
BERGEN,NJ,"54,391.00","47,891.00","6,500.00","5,300.00","5,300.00",0.00
SOMERSET,NJ,"10,653.00","10,653.00",0.00,"2,400.00","2,400.00",0.00
MORRIS,NJ,"151,229.00","118,779.00","32,450.00","76,600.00","51,900.00","24,700.00"
MONMOUTH,NJ,"91,809.00","90,159.00","1,650.00","60,300.00","60,300.00",0.00
MIDDLESEX,NJ,"56,953.00","45,953.00","11,000.00",0.00,0.00,0.00
UNION,NJ,"1,711,611.00","1,158,807.00","552,804.00","785,100.00","472,600.00","312,500.00"
UNION,NJ,"4,300.00",0.00,"4,300.00",0.00,0.00,0.00
ATLANTIC,NJ,"862,999.00","716,113.00","146,886.00","660,000.00","560,700.00","99,300.00"
BERGEN,NJ,"63,314.00","54,314.00","9,000.00",0.00,0.00,0.00
OCEAN,NJ,"43,626,907.00","31,883,528.00","11,743,379.00","16,032,600.00","11,090,800.00","4,941,800.00"
OCEAN,NJ,"166,487.00","166,487.00",0.00,"141,500.00","141,500.00",0.00
BURLINGTON,NJ,"63,846.00","54,796.00","9,050.00","42,000.00","38,000.00","4,000.00"
OCEAN,NJ,"107,306.00","73,237.00","34,069.00","94,500.00","62,500.00","32,000.00"
OCEAN,NJ,"2,780,142.00","2,036,820.00","743,322.00","1,787,300.00","1,298,400.00","488,900.00"
ATLANTIC,NJ,"86,384.00","57,709.00","28,675.00",0.00,0.00,0.00
OCEAN,NJ,"27,463,744.00","20,073,685.00","7,390,059.00","10,907,100.00","7,667,900.00","3,239,200.00"
OCEAN,NJ,"239,800.00","177,600.00","62,200.00","92,100.00","45,500.00","46,600.00"
OCEAN,NJ,"56,470.00","46,070.00","10,400.00","56,500.00","46,100.00","10,400.00"
OCEAN,NJ,"81,743.00","54,193.00","27,550.00","76,800.00","54,200.00","22,600.00"
OCEAN,NJ,"90,263.00","61,913.00","28,350.00",0.00,0.00,0.00
PASSAIC,NJ,"157,051.00","137,641.00","19,410.00","14,000.00","14,000.00",0.00
BERGEN,NJ,"7,085.00",0.00,"7,085.00",0.00,0.00,0.00
BERGEN,NJ,"21,845,597.00","11,606,854.00","10,238,743.00","7,310,100.00","3,951,100.00","3,353,000.00"
BERGEN,NJ,"85,085.00","57,205.00","27,880.00",0.00,0.00,0.00
MONMOUTH,NJ,"70,730.00","61,680.00","9,050.00","64,300.00","55,300.00","9,000.00"
MONMOUTH,NJ,"16,856,843.00","12,946,071.00","3,910,772.00","8,095,200.00","6,189,400.00","1,905,800.00"
ESSEX,NJ,"379,163.00","316,563.00","62,600.00","170,400.00","138,700.00","31,700.00"
MONMOUTH,NJ,"572,854.00","485,329.00","87,525.00",0.00,0.00,0.00
BERGEN,NJ,"178,020.00","166,605.00","11,415.00","33,400.00","33,000.00",400.00
OCEAN,NJ,"339,815.00","209,565.00","130,250.00","218,000.00","146,400.00","71,600.00"
BURLINGTON,NJ,"69,632.00","46,607.00","23,025.00",0.00,0.00,0.00
OCEAN,NJ,"746,230.00","580,980.00","165,250.00","161,500.00","103,200.00","58,300.00"
OCEAN,NJ,"41,088.00","35,588.00","5,500.00",0.00,0.00,0.00
OCEAN,NJ,"13,805,930.00","9,841,792.00","3,964,138.00","6,105,800.00","4,262,600.00","1,843,200.00"
SOMERSET,NJ,"98,591.00","78,221.00","20,370.00","85,100.00","67,300.00","17,800.00"
OCEAN,NJ,"146,490.00","130,790.00","15,700.00",0.00,0.00,0.00
OCEAN,NJ,"1,423,945.00","1,044,098.00","379,847.00","805,900.00","571,100.00","234,800.00"
OCEAN,NJ,"26,343.00","20,543.00","5,800.00","20,300.00","14,500.00","5,800.00"
OCEAN,NJ,"149,784.00","82,039.00","67,745.00","94,000.00","67,000.00","27,000.00"
OCEAN,NJ,"123,119.00","97,519.00","25,600.00",0.00,0.00,0.00
OCEAN,NJ,"66,880.00","43,780.00","23,100.00",0.00,0.00,0.00
MONMOUTH,NJ,"13,275.00",0.00,"13,275.00","3,200.00",0.00,"3,200.00"
MONMOUTH,NJ,"20,519,844.00","13,446,980.00","7,072,864.00","7,995,300.00","4,842,800.00","3,152,500.00"
OCEAN,NJ,"64,648.00","49,723.00","14,925.00",0.00,0.00,0.00
MONMOUTH,NJ,"13,750.00",0.00,"13,750.00",0.00,0.00,0.00
MONMOUTH,NJ,"17,700.00",0.00,"17,700.00","17,700.00",0.00,"17,700.00"
MONMOUTH,NJ,"43,338.00","8,088.00","35,250.00",0.00,0.00,0.00
MONMOUTH,NJ,"6,575.00",0.00,"6,575.00",0.00,0.00,0.00
MORRIS,NJ,"251,829.00","240,089.00","11,740.00","196,500.00","196,000.00",500.00
MONMOUTH,NJ,"85,722.00","27,985.00","57,737.00","16,500.00",0.00,"16,500.00"
ATLANTIC,NJ,"98,676.00","72,626.00","26,050.00",0.00,0.00,0.00
ATLANTIC,NJ,"2,725,768.00","2,174,389.00","551,379.00","1,173,000.00","951,600.00","221,400.00"
BERGEN,NJ,"9,117.00","7,617.00","1,500.00",0.00,0.00,0.00
OCEAN,NJ,"275,192.00","265,442.00","9,750.00",0.00,0.00,0.00
OCEAN,NJ,"68,763.00","28,603.00","40,160.00",0.00,0.00,0.00
BERGEN,NJ,"1,852,566.00","1,391,606.00","460,960.00","716,700.00","522,500.00","194,200.00"
MORRIS,NJ,"89,704.00","89,704.00",0.00,"67,300.00","67,300.00",0.00
CAMDEN,NJ,"26,656.00","25,806.00",850.00,"19,200.00","18,400.00",800.00
OCEAN,NJ,"129,523.00","77,723.00","51,800.00","99,300.00","59,300.00","40,000.00"
OCEAN,NJ,"113,263.00","107,488.00","5,775.00",0.00,0.00,0.00
OCEAN,NJ,"107,580.00","90,335.00","17,245.00",0.00,0.00,0.00
BERGEN,NJ,"103,225.00","75,125.00","28,100.00",0.00,0.00,0.00
BURLINGTON,NJ,"73,896.00","51,896.00","22,000.00",0.00,0.00,0.00
OCEAN,NJ,"80,119,306.00","56,364,212.00","23,755,094.00","31,275,100.00","21,424,600.00","9,850,500.00"
PASSAIC,NJ,"112,157.00","85,757.00","26,400.00",0.00,0.00,0.00
UNION,NJ,"154,529.00","106,729.00","47,800.00","104,200.00","71,400.00","32,800.00"
OCEAN,NJ,"140,248.00","117,198.00","23,050.00","140,300.00","117,200.00","23,100.00"
OCEAN,NJ,"163,411.00","101,811.00","61,600.00","99,500.00","59,500.00","40,000.00"
OCEAN,NJ,"98,576.00","75,751.00","22,825.00",0.00,0.00,0.00
OCEAN,NJ,"184,510.00","103,110.00","81,400.00",0.00,0.00,0.00
MONMOUTH,NJ,"1,063,398.00","999,747.00","63,651.00","317,700.00","290,600.00","27,100.00"
MONMOUTH,NJ,"77,513.00","62,168.00","15,345.00",0.00,0.00,0.00
MONMOUTH,NJ,"14,128.00",0.00,"14,128.00",0.00,0.00,0.00
MONMOUTH,NJ,"75,729.00","56,179.00","19,550.00","60,800.00","41,200.00","19,600.00"
MONMOUTH,NJ,"13,275.00",0.00,"13,275.00",0.00,0.00,0.00
MONMOUTH,NJ,"87,705.00","60,655.00","27,050.00",0.00,0.00,0.00
MONMOUTH,NJ,"352,901.00","269,211.00","83,690.00","47,500.00","27,000.00","20,500.00"
MONMOUTH,NJ,"35,995,945.00","25,549,746.00","10,446,199.00","15,596,700.00","10,069,900.00","5,526,800.00"
MONMOUTH,NJ,"73,269.00","48,194.00","25,075.00",0.00,0.00,0.00
OCEAN,NJ,"222,574.00","184,859.00","37,715.00","40,600.00","37,700.00","2,900.00"
OCEAN,NJ,"77,036.00","75,036.00","2,000.00",0.00,0.00,0.00
OCEAN,NJ,"285,445.00","191,605.00","93,840.00","115,700.00","51,500.00","64,200.00"
MONMOUTH,NJ,"233,087.00","153,657.00","79,430.00","105,000.00","65,000.00","40,000.00"
OCEAN,NJ,"482,407.00","357,117.00","125,290.00",0.00,0.00,0.00
OCEAN,NJ,"247,269.00","192,569.00","54,700.00","215,300.00","175,300.00","40,000.00"
OCEAN,NJ,"153,062.00","105,162.00","47,900.00",0.00,0.00,0.00
OCEAN,NJ,"57,453,810.00","46,857,215.00","10,596,595.00","16,273,600.00","12,965,800.00","3,307,800.00"
SALEM,NJ,"115,185.00","84,785.00","30,400.00","54,800.00","30,600.00","24,200.00"
OCEAN,NJ,"103,692.00","85,017.00","18,675.00","72,800.00","56,600.00","16,200.00"
OCEAN,NJ,"304,589.00","243,829.00","60,760.00","205,200.00","162,200.00","43,000.00"
OCEAN,NJ,"265,785.00","170,835.00","94,950.00",0.00,0.00,0.00
SOMERSET,NJ,"49,835.00","49,585.00",250.00,0.00,0.00,0.00
ESSEX,NJ,"592,523.00","563,498.00","29,025.00","192,200.00","177,000.00","15,200.00"
ATLANTIC,NJ,"67,713.00","52,238.00","15,475.00",0.00,0.00,0.00
ATLANTIC,NJ,"65,072.00","44,446.00","20,626.00",0.00,0.00,0.00
ATLANTIC,NJ,"34,900.00",0.00,"34,900.00","14,000.00",0.00,"14,000.00"
ATLANTIC,NJ,"4,919,690.00","3,532,010.00","1,387,680.00","1,901,700.00","1,266,400.00","635,300.00"
ATLANTIC,NJ,"6,156,981.00","4,533,371.00","1,623,610.00","2,867,400.00","2,080,500.00","786,900.00"
MONMOUTH,NJ,"19,686.00","13,086.00","6,600.00",0.00,0.00,0.00
MONMOUTH,NJ,"394,987.00","344,487.00","50,500.00","221,400.00","179,200.00","42,200.00"
ATLANTIC,NJ,"6,350.00",0.00,"6,350.00",0.00,0.00,0.00
MIDDLESEX,NJ,"1,572.00",732.00,840.00,0.00,0.00,0.00
MONMOUTH,NJ,"208,844.00","176,308.00","32,536.00","123,100.00","114,200.00","8,900.00"
CUMBERLAND,NJ,"94,568.00","91,868.00","2,700.00","94,600.00","91,900.00","2,700.00"
ATLANTIC,NJ,"2,256,793.00","1,829,265.00","427,528.00","962,100.00","810,746.20","151,353.80"
BERGEN,NJ,"18,040.00",0.00,"18,040.00",0.00,0.00,0.00
BURLINGTON,NJ,"4,266.00","4,266.00",0.00,0.00,0.00,0.00
OCEAN,NJ,"173,115.00","162,995.00","10,120.00",0.00,0.00,0.00
MORRIS,NJ,"91,101.00","90,851.00",250.00,"26,800.00","26,800.00",0.00
MORRIS,NJ,"153,662.00","130,962.00","22,700.00",0.00,0.00,0.00
MIDDLESEX,NJ,"171,220.00","165,333.00","5,887.00","72,600.00","72,600.00",0.00
MIDDLESEX,NJ,"596,636.00","518,436.00","78,200.00","155,000.00","146,000.00","9,000.00"
MONMOUTH,NJ,"85,627.00","57,127.00","28,500.00",0.00,0.00,0.00
MONMOUTH,NJ,"350,107.00","315,270.00","34,837.00","151,400.00","125,500.00","25,900.00"
MONMOUTH,NJ,"211,552.00","169,617.00","41,935.00","114,000.00","75,200.00","38,800.00"
BERGEN,NJ,"30,108.00","28,108.00","2,000.00","28,200.00","28,200.00",0.00
HUNTERDON,NJ,"147,227.00","143,547.00","3,680.00","60,600.00","59,000.00","1,600.00"
ESSEX,NJ,"8,407.00","8,407.00",0.00,0.00,0.00,0.00
MORRIS,NJ,"130,311.00","108,311.00","22,000.00","50,200.00","39,800.00","10,400.00"
MONMOUTH,NJ,599.00,599.00,0.00,0.00,0.00,0.00
MONMOUTH,NJ,"65,663.00","58,463.00","7,200.00","59,900.00","52,800.00","7,100.00"
MONMOUTH,NJ,"159,276.00","145,676.00","13,600.00","46,400.00","34,700.00","11,700.00"
MONMOUTH,NJ,"29,789.00","29,789.00",0.00,0.00,0.00,0.00
MIDDLESEX,NJ,"51,404.00","50,279.00","1,125.00","28,700.00","28,400.00",300.00
CUMBERLAND,NJ,"32,924.00","30,074.00","2,850.00","15,100.00","12,600.00","2,500.00"
MORRIS,NJ,"5,686.00","5,126.00",560.00,"1,200.00",900.00,300.00
MONMOUTH,NJ,"233,268.00","147,143.00","86,125.00","145,600.00","105,600.00","40,000.00"
MONMOUTH,NJ,"520,649.00","475,599.00","45,050.00",0.00,0.00,0.00
MONMOUTH,NJ,"346,902.00","260,602.00","86,300.00",0.00,0.00,0.00
MONMOUTH,NJ,"23,925.00",0.00,"23,925.00","14,000.00",0.00,"14,000.00"
MONMOUTH,NJ,"34,394.00","11,244.00","23,150.00",0.00,0.00,0.00
MONMOUTH,NJ,"40,194,627.00","30,070,102.00","10,124,525.00","15,423,200.00","10,729,500.00","4,693,700.00"
OCEAN,NJ,"26,239.00","21,039.00","5,200.00",0.00,0.00,0.00
